縣市,城市編號,城市名,預報時間,氣溫,體感溫,風速,風向,氣壓,濕度,露點溫度,雲量,時雨量,預報信心,藍天指數,喝水指數,能見度,濃霧
高雄市,264,湖內區,2017012320,18.8,15.6,3.3,10,1024,83,15.8,59,0,85,3,2,11,1
高雄市,264,湖內區,2017012321,18.4,15.1,3.5,15,1024,83,15.3,62,0,90,2,2,11,1
高雄市,264,湖內區,2017012322,18.1,14.6,3.5,75,1024,82,14.9,54,0,85,3,2,12,1
高雄市,264,湖內區,2017012323,17.7,14.3,3.3,15,1024,82,14.6,52,0,85,4,2,12,1
高雄市,264,湖內區,2017012400,17.5,13.8,3.5,10,1024,82,14.3,46,0,90,4,1,12,1
高雄市,264,湖內區,2017012401,17.4,13.8,3.3,6,1024,82,14.2,45,0,95,4,1,12,1
高雄市,264,湖內區,2017012402,17.2,13.5,3.5,23,1024,82,14,44,0,95,4,1,12,1
高雄市,264,湖內區,2017012403,17.1,13.7,3,15,1024,83,14.1,45,0,90,5,1,12,1
高雄市,264,湖內區,2017012404,17.1,13.2,3.7,20,1023,81,13.9,39,0,90,5,1,12,1
高雄市,264,湖內區,2017012405,17.1,13.5,3.3,12,1023,82,13.9,42,0,90,5,1,12,1
高雄市,264,湖內區,2017012406,17,13.2,3.5,19,1024,82,13.8,39,0,90,5,1,12,1
高雄市,264,湖內區,2017012407,17.1,14.3,3.4,12,1024,81,13.8,39,0,95,5,2,12,1
高雄市,264,湖內區,2017012408,17.5,15.7,3.5,13,1025,79,13.8,33,0,95,5,2,13,1
高雄市,264,湖內區,2017012409,18.5,19.7,3.3,5,1025,74,13.7,31,0,95,5,4,14,1
高雄市,264,湖內區,2017012410,19.9,21.4,4.2,353,1025,68,13.8,31,0,90,5,5,14,1
高雄市,264,湖內區,2017012411,20.8,21.4,4.5,346,1025,65,14,33,0,85,5,4,15,1
高雄市,264,湖內區,2017012412,21.7,24.1,5.2,338,1024,65,15,31,0,90,5,5,15,1
高雄市,264,湖內區,2017012413,22.4,24.8,5.4,293,1023,67,15.8,40,0,90,5,5,14,1
高雄市,264,湖內區,2017012414,22.3,23.7,6.5,342,1023,67,15.8,31,0,90,5,5,15,1
高雄市,264,湖內區,2017012415,22,22.5,6.2,345,1023,67,15.7,24,0,95,5,5,15,1
高雄市,264,湖內區,2017012416,21.6,20.8,6.6,348,1023,69,15.6,26,0,95,5,4,15,1
高雄市,264,湖內區,2017012417,20.7,18.4,5.9,351,1023,73,15.6,31,0,90,5,3,14,1
高雄市,264,湖內區,2017012418,19.4,14.4,5.7,356,1024,80,15.8,33,0,90,5,1,13,1
高雄市,264,湖內區,2017012419,18.5,13.6,5.9,58,1024,83,15.6,39,0,90,5,1,12,1
高雄市,264,湖內區,2017012420,18,13,6.1,56,1025,84,15.3,45,0,90,5,1,12,1
高雄市,264,湖內區,2017012421,17.8,12.5,6.1,3,1025,84,15,35,0,85,5,1,12,1
高雄市,264,湖內區,2017012422,17.4,12.1,6.2,16,1025,86,15.1,32,0,90,5,1,12,1
高雄市,264,湖內區,2017012423,17.2,11.8,6.2,17,1025,87,15,31,0,90,5,1,12,1
高雄市,265,燕巢區,2017012300,15.5,12.8,2.5,356,1024,76,11.3,62,0,95,2,1,12,1
高雄市,265,燕巢區,2017012301,15.4,13.2,2,161,1023,78,11.5,71,0,90,2,1,11,1
高雄市,265,燕巢區,2017012302,15.5,13.3,1.7,100,1023,79,11.8,62,0.3,90,2,1,12,1
高雄市,265,燕巢區,2017012303,15.6,13.3,1.7,121,1023,82,12.5,55,0,90,3,1,12,1
高雄市,265,燕巢區,2017012304,15.7,13.7,1.1,301,1023,84,13,51,0,95,4,1,12,1
高雄市,265,燕巢區,2017012305,15.6,14.1,0.8,318,1023,87,13.4,56,0,95,3,1,11,1
高雄市,265,燕巢區,2017012306,15.4,13.7,1,302,1023,87,13.3,57,0,95,3,1,11,1
高雄市,265,燕巢區,2017012307,15.9,15.4,1,191,1024,82,12.8,59,0,90,3,2,11,1
高雄市,265,燕巢區,2017012308,16.7,18.5,1.5,176,1024,76,12.5,54,0.1,90,4,3,12,1
高雄市,265,燕巢區,2017012309,17.7,19.4,0.9,212,1024,74,13.1,51,0,90,3,4,13,1
高雄市,265,燕巢區,2017012310,19.6,23.8,1.6,274,1024,71,14.1,48,0,90,4,5,13,1
高雄市,265,燕巢區,2017012311,20.4,22.6,2.2,272,1024,71,14.9,62,0,95,2,4,13,1
高雄市,265,燕巢區,2017012312,20.5,24.3,3,253,1024,72,15.3,60,0.1,95,3,5,12,1
高雄市,265,燕巢區,2017012313,21,23.7,3.4,278,1023,71,15.5,62,0,95,2,5,13,1
高雄市,265,燕巢區,2017012314,20,21,3.1,291,1023,72,14.9,66,0,90,2,4,12,1
高雄市,265,燕巢區,2017012315,19.6,20.1,2.5,275,1023,72,14.4,60,0,90,2,4,13,1
高雄市,265,燕巢區,2017012316,19.5,19.6,1.8,258,1023,72,14.3,69,0,95,1,3,12,1
高雄市,265,燕巢區,2017012317,19.3,18.8,1.3,250,1023,72,14.2,69,0,90,1,3,12,1
高雄市,265,燕巢區,2017012318,19.1,18.4,0.4,262,1023,73,14.1,67,0,90,1,2,12,1
高雄市,265,燕巢區,2017012319,19.1,18.6,0.3,293,1024,73,14.1,70,0,95,1,3,12,1
高雄市,265,燕巢區,2017012320,19,17.5,0.9,336,1024,75,14.5,60,0,90,2,2,12,1
高雄市,265,燕巢區,2017012321,18.5,15.9,2.1,348,1024,84,15.7,53,0,85,3,2,12,1
高雄市,265,燕巢區,2017012322,18.1,15.1,2.6,352,1024,88,16,55,0,85,3,2,11,1
高雄市,265,燕巢區,2017012323,17.8,14.8,2.7,353,1024,88,15.7,56,0,95,3,2,11,1
高雄市,265,燕巢區,2017012400,17.5,14.6,2.6,351,1024,88,15.4,59,0,95,3,1,11,1
高雄市,265,燕巢區,2017012401,16.9,13.9,2.7,134,1024,90,15.2,55,0,90,5,1,11,1
高雄市,265,燕巢區,2017012402,16.8,14,2.4,347,1024,90,15.1,57,0,85,4,1,11,1
高雄市,265,燕巢區,2017012403,16.4,13.7,2.1,338,1023,92,15,57,0,85,5,1,11,1
高雄市,265,燕巢區,2017012404,16.6,13.5,2.5,14,1023,89,14.8,49,0,95,4,1,11,1
高雄市,265,燕巢區,2017012405,16.6,13.8,2.2,16,1023,90,15,49,0,95,4,1,11,1
高雄市,265,燕巢區,2017012406,16.5,14,1.8,306,1024,91,15.1,52,0,90,5,1,11,1
高雄市,265,燕巢區,2017012407,16.8,14.6,2.5,177,1024,88,14.8,41,0,95,5,2,12,1
高雄市,265,燕巢區,2017012408,17.5,17,2.7,354,1025,83,14.6,37,0,95,5,3,12,1
高雄市,265,燕巢區,2017012409,18.7,20.6,2.9,349,1025,78,14.8,32,0,95,5,4,13,1
高雄市,265,燕巢區,2017012410,19.7,19.7,3,342,1025,73,14.6,31,0,85,5,4,14,1
高雄市,265,燕巢區,2017012411,20.8,23,4,337,1025,68,14.6,30,0,85,5,5,14,1
高雄市,265,燕巢區,2017012412,22.4,25.7,3.6,340,1024,62,14.7,29,0,90,5,6,15,1
高雄市,265,燕巢區,2017012413,23.2,26,4.1,348,1023,61,15.2,28,0,90,5,6,16,1
高雄市,265,燕巢區,2017012414,23.5,25.5,4.4,340,1023,61,15.5,23,0,95,5,6,16,1
高雄市,265,燕巢區,2017012415,23.3,24.5,5.1,347,1023,65,16.3,37,0,95,5,5,15,1
高雄市,265,燕巢區,2017012416,22.5,22.6,5.9,345,1023,68,16.3,55,0,90,3,4,13,1
高雄市,265,燕巢區,2017012417,21.1,19.4,5.9,346,1023,74,16.2,58,0,90,3,3,12,1
高雄市,265,燕巢區,2017012418,19.5,15.7,5.2,348,1023,80,15.8,78,0,85,1,2,11,1
高雄市,265,燕巢區,2017012419,18.5,15.4,4.1,353,1024,84,15.7,85,0,85,0,2,10,1
高雄市,265,燕巢區,2017012420,17.6,13.4,4.6,351,1025,87,15.3,50,0,95,5,1,11,1
高雄市,265,燕巢區,2017012421,17.1,12.8,4.3,357,1025,88,15.1,46,0,90,5,1,12,1
高雄市,265,燕巢區,2017012422,16.8,12.8,3.7,5,1025,89,15,44,0,95,5,1,12,1
高雄市,265,燕巢區,2017012423,16.4,11.8,4.2,357,1025,90,14.8,29,0,95,5,1,12,1
高雄市,266,田寮區,2017012300,15.2,12.5,2.3,352,1024,76,11,55,0,95,3,1,12,1
高雄市,266,田寮區,2017012301,15.3,13.6,1.6,24,1023,77,11.1,79,0,90,1,1,11,1
高雄市,266,田寮區,2017012302,15.2,13.5,1.2,65,1023,79,11.6,62,0,90,2,1,12,1
高雄市,266,田寮區,2017012303,15.2,13.4,1.2,52,1023,83,12.3,56,0.2,95,3,1,11,1
高雄市,266,田寮區,2017012304,15.3,13.4,1.1,328,1023,86,12.9,53,0,95,4,1,11,1
高雄市,266,田寮區,2017012305,15.1,12.9,1.5,323,1023,88,13,55,0,95,4,1,11,1
高雄市,266,田寮區,2017012306,15,13.1,1.2,318,1023,85,12.6,52,0,90,4,1,11,1
高雄市,266,田寮區,2017012307,15.4,14.9,0.7,208,1024,83,12.5,56,0,90,3,2,11,1
高雄市,266,田寮區,2017012308,16.5,18.7,1,204,1024,77,12.5,54,0,95,4,3,12,1
高雄市,266,田寮區,2017012309,17.5,18.7,1,211,1024,74,12.8,52,0,95,3,3,13,1
高雄市,266,田寮區,2017012310,17.6,18.8,1,258,1024,74,13,42,0.1,90,4,3,13,1
高雄市,266,田寮區,2017012311,19.3,20.5,2,271,1025,72,14.1,45,0,95,4,4,13,1
高雄市,266,田寮區,2017012312,20.2,22.1,2.4,261,1024,71,14.8,53,0,90,3,4,13,1
高雄市,266,田寮區,2017012313,19.8,20.3,3.1,282,1024,73,14.9,52,0,95,3,4,13,1
高雄市,266,田寮區,2017012314,19.6,21.3,2.5,278,1023,72,14.4,62,0,90,2,4,12,1
高雄市,266,田寮區,2017012315,19.7,21,2,260,1023,69,13.9,67,0,85,1,4,13,1
高雄市,266,田寮區,2017012316,19.7,20.1,1.5,241,1023,69,13.7,68,0,90,1,3,13,1
高雄市,266,田寮區,2017012317,19.6,19.6,0.9,229,1023,69,13.7,67,0,95,1,3,13,1
高雄市,266,田寮區,2017012318,19.3,18.8,0.4,220,1023,71,13.9,72,0,90,1,3,12,1
高雄市,266,田寮區,2017012319,19.1,18.3,0.5,312,1024,74,14.4,69,0,95,1,2,12,1
高雄市,266,田寮區,2017012320,18.6,16.7,1.6,346,1024,82,15.5,68,0,90,2,2,11,1
高雄市,266,田寮區,2017012321,18.2,15.5,2.4,354,1024,87,15.9,61,0,90,3,2,11,1
高雄市,266,田寮區,2017012322,17.8,14.8,2.7,350,1024,88,15.7,57,0,85,3,2,11,1
高雄市,266,田寮區,2017012323,17.4,14.4,2.7,354,1024,87,15.3,56,0,85,3,1,11,1
高雄市,266,田寮區,2017012400,17,14.2,2.6,348,1024,88,14.9,60,0,90,3,1,11,1
高雄市,266,田寮區,2017012401,16.8,13.8,2.6,42,1024,88,14.8,54,0,95,4,1,11,1
高雄市,266,田寮區,2017012402,16.5,13.6,2.2,343,1024,91,14.9,52,0,85,5,1,11,1
高雄市,266,田寮區,2017012403,16.1,13.5,1.9,312,1024,93,14.9,56,0,85,5,1,11,1
高雄市,266,田寮區,2017012404,16.5,13.8,2.1,8,1023,88,14.6,49,0,95,4,1,11,1
高雄市,266,田寮區,2017012405,16.4,13.7,1.8,5,1023,91,14.9,49,0,90,5,1,11,1
高雄市,266,田寮區,2017012406,16.5,13.7,1.9,310,1024,89,14.7,47,0,90,5,1,11,1
高雄市,266,田寮區,2017012407,16.6,14.9,1.9,269,1024,88,14.6,41,0,95,5,2,12,1
高雄市,266,田寮區,2017012408,17.2,16.4,2.6,349,1025,84,14.5,36,0,95,5,3,12,1
高雄市,266,田寮區,2017012409,18.6,20,2.7,350,1025,77,14.6,34,0,95,5,4,13,1
高雄市,266,田寮區,2017012410,19.9,21.3,3.4,345,1025,71,14.5,31,0,90,5,4,14,1
高雄市,266,田寮區,2017012411,20.6,21.1,4.1,337,1025,68,14.4,30,0,85,5,4,14,1
高雄市,266,田寮區,2017012412,22.3,25.3,4.1,345,1024,63,14.8,31,0,90,5,6,15,1
高雄市,266,田寮區,2017012413,22.9,25,4.7,344,1023,62,15.1,29,0,90,5,5,15,1
高雄市,266,田寮區,2017012414,23.2,25.1,4.8,345,1023,64,16,25,0,90,5,5,15,1
高雄市,266,田寮區,2017012415,22.9,24,5.4,341,1023,67,16.4,34,0,95,5,5,14,1
高雄市,266,田寮區,2017012416,22.2,22.2,5.6,341,1023,69,16.2,45,0,95,4,4,14,1
高雄市,266,田寮區,2017012417,20.8,19.1,5.4,343,1023,74,16,50,0,95,4,3,13,1
高雄市,266,田寮區,2017012418,19.2,15.1,5.2,345,1024,81,15.7,65,0,90,3,2,11,1
高雄市,266,田寮區,2017012419,18.2,14.7,4.5,352,1024,84,15.4,78,0,90,1,1,10,1
高雄市,266,田寮區,2017012420,17.4,13.2,4.7,350,1025,87,15.2,57,0,95,4,1,11,1
高雄市,266,田寮區,2017012421,16.9,12.4,4.7,354,1025,89,15,43,0,95,5,1,12,1
高雄市,266,田寮區,2017012422,16.6,12.2,4,269,1025,90,14.8,34,0,90,5,1,12,1
高雄市,266,田寮區,2017012423,16.2,11.5,4.2,354,1025,91,14.7,29,0,90,5,1,12,1
高雄市,267,甲仙區,2017012300,14.2,11.3,2.6,140,1024,88,12.3,55,0,95,3,1,11,1
高雄市,267,甲仙區,2017012301,14.6,11.8,2.2,129,1023,87,12.4,55,0,95,4,1,11,1
高雄市,267,甲仙區,2017012302,14.6,12.1,2,128,1023,87,12.5,59,0,90,2,1,11,1
高雄市,267,甲仙區,2017012303,14.9,12.8,1.4,126,1023,88,13,56,0.1,95,3,1,11,1
高雄市,267,甲仙區,2017012304,15.1,13.2,1.2,87,1023,88,13.2,53,0.1,95,3,1,11,1
高雄市,267,甲仙區,2017012305,15.6,13.9,0.9,47,1023,86,13.3,51,0,95,3,1,11,1
高雄市,267,甲仙區,2017012306,15.9,14.8,0.5,138,1023,83,13,51,0,95,3,2,12,1
高雄市,267,甲仙區,2017012307,15.8,14.6,1.3,166,1024,85,13.2,51,0,95,3,2,12,1
高雄市,267,甲仙區,2017012308,15.9,16.3,3.1,183,1024,84,13.2,57,0,90,3,3,11,1
高雄市,267,甲仙區,2017012309,16.4,16.2,2.3,172,1024,82,13.2,53,0,95,3,2,12,1
高雄市,267,甲仙區,2017012310,17.2,18.6,3.1,204,1024,79,13.6,56,0,95,2,3,12,1
高雄市,267,甲仙區,2017012311,18.1,22.2,2.8,214,1025,76,13.9,57,0,90,3,5,12,1
高雄市,267,甲仙區,2017012312,18.7,21.1,2.9,237,1024,75,14.1,61,0,95,2,4,12,1
高雄市,267,甲仙區,2017012313,19.3,23,3.3,253,1024,74,14.4,77,0,90,0,5,11,1
高雄市,267,甲仙區,2017012314,18.3,20.8,2.7,260,1023,77,14.1,80,0,90,0,4,11,1
高雄市,267,甲仙區,2017012315,18.1,20.2,2.4,254,1024,78,14.1,79,0,85,0,4,11,1
高雄市,267,甲仙區,2017012316,17.8,19,2,264,1024,78,13.9,86,0,85,0,3,11,1
高雄市,267,甲仙區,2017012317,17.3,17.4,1.7,277,1024,80,13.9,89,0,85,0,2,10,1
高雄市,267,甲仙區,2017012318,16.6,15.2,1.5,280,1024,85,14,87,0,90,0,2,10,1
高雄市,267,甲仙區,2017012319,16.2,15.1,1,274,1024,87,14,82,0,90,1,1,10,1
高雄市,267,甲仙區,2017012320,16,15.6,0.4,287,1024,88,14,84,0,85,0,1,10,1
高雄市,267,甲仙區,2017012321,16,15.2,0.6,286,1024,89,14.1,81,0,85,1,1,10,1
高雄市,267,甲仙區,2017012322,15.2,14.4,0.7,343,1024,95,14.4,85,0,90,2,1,9,1
高雄市,267,甲仙區,2017012323,15,13.9,0.8,51,1024,95,14.2,84,0,85,2,1,9,1
高雄市,267,甲仙區,2017012400,14.8,13.6,0.9,84,1024,95,13.9,83,0,85,2,1,9,1
高雄市,267,甲仙區,2017012401,14.9,13.6,1,27,1024,95,14,83,0,85,1,1,9,1
高雄市,267,甲仙區,2017012402,14.7,12.8,1.5,65,1024,95,13.9,76,0,85,3,1,10,1
高雄市,267,甲仙區,2017012403,14.7,12.8,1.6,92,1024,95,13.9,75,0,85,2,1,10,1
高雄市,267,甲仙區,2017012404,14.2,12.4,1.5,325,1024,96,13.6,81,0,85,2,1,9,1
高雄市,267,甲仙區,2017012405,14.3,12.6,1.3,99,1023,96,13.6,77,0,85,3,1,10,1
高雄市,267,甲仙區,2017012406,14.7,12.8,1.5,7,1024,94,13.8,70,0,85,3,1,10,1
高雄市,267,甲仙區,2017012407,14.6,14.3,1.3,172,1025,94,13.6,64,0,85,4,1,10,1
高雄市,267,甲仙區,2017012408,16.6,18.1,1.9,11,1025,84,13.8,53,0,90,4,3,12,1
高雄市,267,甲仙區,2017012409,18.6,21.3,2.2,325,1025,74,13.8,48,0,85,4,4,13,1
高雄市,267,甲仙區,2017012410,19.1,21.4,3.1,299,1025,73,14.1,45,0,85,3,4,13,1
高雄市,267,甲仙區,2017012411,19.8,22.9,3.9,298,1025,73,14.8,39,0,85,5,5,13,1
高雄市,267,甲仙區,2017012412,20.6,23.5,4.6,303,1024,71,15.1,42,0,85,4,5,14,1
高雄市,267,甲仙區,2017012413,21.1,23.9,4.7,302,1024,69,15.1,44,0,90,4,5,14,1
高雄市,267,甲仙區,2017012414,21.1,23.3,5.3,305,1023,69,15.1,49,0,90,3,5,14,1
高雄市,267,甲仙區,2017012415,21,22.8,4.9,314,1023,70,15.3,56,0,95,3,5,13,1
高雄市,267,甲仙區,2017012416,20.4,20.9,4.6,316,1023,73,15.4,49,0,90,4,4,13,1
高雄市,267,甲仙區,2017012417,19.4,18.3,3.6,318,1023,78,15.3,45,0,85,4,3,13,1
高雄市,267,甲仙區,2017012418,17.7,15,1.9,322,1024,88,15.6,53,0,90,4,2,11,1
高雄市,267,甲仙區,2017012419,16.9,15.7,0.5,268,1025,92,15.6,65,0,95,3,2,10,1
高雄市,267,甲仙區,2017012420,16.3,14.7,0.8,237,1025,95,15.3,62,0,90,4,1,10,1
高雄市,267,甲仙區,2017012421,16.2,14.6,0.8,62,1025,92,14.9,61,0,95,4,1,11,1
高雄市,267,甲仙區,2017012422,16.2,14.5,0.8,102,1025,90,14.5,55,0,95,4,1,11,1
高雄市,267,甲仙區,2017012423,16,13.3,1.4,29,1025,89,14.2,41,0,95,5,1,12,1
高雄市,268,美濃區,2017012300,15.9,14.2,0.9,326,1024,81,12.6,53,0,95,3,2,12,1
高雄市,268,美濃區,2017012301,16.1,15,0.6,200,1023,81,12.8,58,0,90,3,2,12,1
高雄市,268,美濃區,2017012302,16.2,14.2,1.2,63,1023,82,13,48,0.2,95,4,2,12,1
高雄市,268,美濃區,2017012303,16.6,14.8,0.9,30,1023,87,14.4,51,0,95,4,2,11,1
高雄市,268,美濃區,2017012304,16.9,15.2,0.9,58,1023,88,14.9,48,0,90,4,2,11,1
高雄市,268,美濃區,2017012305,17.3,16.1,0.5,150,1023,85,14.6,49,0,95,4,2,12,1
高雄市,268,美濃區,2017012306,16.8,14.6,1.4,224,1023,83,13.9,51,0,95,3,2,12,1
高雄市,268,美濃區,2017012307,16.4,15,1.7,207,1024,88,14.5,61,0,95,3,2,11,1
高雄市,268,美濃區,2017012308,16.7,15.9,2.7,182,1024,83,13.7,66,0,95,2,2,11,1
高雄市,268,美濃區,2017012309,17.5,18.8,1.6,165,1024,79,13.9,58,0.1,95,3,3,12,1
高雄市,268,美濃區,2017012310,19,22.3,1.6,191,1024,75,14.5,58,0,95,3,5,12,1
高雄市,268,美濃區,2017012311,20.1,22,2.4,175,1024,74,15.2,64,0,95,2,4,12,1
高雄市,268,美濃區,2017012312,20.4,22.4,1.7,191,1024,73,15.2,70,0,90,1,4,12,1
高雄市,268,美濃區,2017012313,20.9,24.8,1.6,216,1023,72,15.6,76,0,90,1,5,12,1
高雄市,268,美濃區,2017012314,20.7,22.5,1.7,248,1023,72,15.5,81,0,85,0,4,11,1
高雄市,268,美濃區,2017012315,20.2,20.4,2.5,279,1023,74,15.5,84,0,85,0,3,11,1
高雄市,268,美濃區,2017012316,20,20.2,2.4,271,1023,75,15.3,83,0,90,0,3,11,1
高雄市,268,美濃區,2017012317,19.3,18.4,2.3,277,1023,77,15.2,81,0,95,0,3,11,1
高雄市,268,美濃區,2017012318,18.9,17.4,1.5,273,1023,79,15.1,79,0,95,0,2,11,1
高雄市,268,美濃區,2017012319,18.7,17.1,1.4,306,1024,80,15.2,79,0,90,1,2,11,1
高雄市,268,美濃區,2017012320,18.5,17,1.2,326,1024,81,15.1,76,0,85,1,2,11,1
高雄市,268,美濃區,2017012321,18.3,16.6,1.3,331,1024,83,15.3,67,0,85,2,2,11,1
高雄市,268,美濃區,2017012322,18.1,16.1,1.6,336,1024,86,15.8,65,0,85,2,2,11,1
高雄市,268,美濃區,2017012323,18,15.7,1.8,329,1024,88,15.9,61,0,85,3,2,11,1
高雄市,268,美濃區,2017012400,17.8,15.4,1.8,328,1024,88,15.8,58,0,85,3,2,11,1
高雄市,268,美濃區,2017012401,17.7,15.2,2,79,1024,88,15.6,59,0,85,3,2,11,1
高雄市,268,美濃區,2017012402,17.6,14.9,2,162,1023,89,15.6,53,0,85,4,2,11,1
高雄市,268,美濃區,2017012403,17.5,14.9,1.8,166,1023,89,15.6,51,0,95,4,2,11,1
高雄市,268,美濃區,2017012404,16.8,14.5,1.6,341,1023,93,15.7,57,0,95,5,1,11,1
高雄市,268,美濃區,2017012405,17.2,14.7,1.9,13,1023,90,15.6,55,0,90,4,1,11,1
高雄市,268,美濃區,2017012406,17.2,14.8,1.6,13,1024,91,15.6,53,0,90,4,2,11,1
高雄市,268,美濃區,2017012407,17.4,16,2.3,334,1024,87,15.3,46,0,90,5,2,12,1
高雄市,268,美濃區,2017012408,18.5,19.2,2.7,350,1024,79,14.8,41,0,90,5,4,13,1
高雄市,268,美濃區,2017012409,20,21.7,3.2,325,1025,73,15,35,0,90,5,4,14,1
高雄市,268,美濃區,2017012410,21.1,23.6,3.6,311,1025,68,15.1,33,0,90,5,5,14,1
高雄市,268,美濃區,2017012411,21.7,23.9,4.8,313,1025,67,15.2,24,0,90,5,5,15,1
高雄市,268,美濃區,2017012412,22.5,25.1,4.5,319,1024,64,15.3,27,0,85,5,6,15,1
高雄市,268,美濃區,2017012413,23.1,25.9,4.4,317,1023,62,15.5,36,0,85,5,6,15,1
高雄市,268,美濃區,2017012414,23.5,25.8,4.6,319,1023,62,15.7,40,0,95,5,6,15,1
高雄市,268,美濃區,2017012415,23.5,25.5,4.2,324,1023,62,15.7,55,0,90,3,5,14,1
高雄市,268,美濃區,2017012416,22.9,23.7,4.8,323,1023,66,16.3,69,0,95,2,5,13,1
高雄市,268,美濃區,2017012417,21.5,20.3,5.1,326,1023,72,16.2,66,0,95,2,3,12,1
高雄市,268,美濃區,2017012418,19.8,16.5,4.5,335,1023,79,16,80,0,85,1,2,11,1
高雄市,268,美濃區,2017012419,18.8,15.3,4.2,341,1024,83,15.8,74,0,85,2,2,11,1
高雄市,268,美濃區,2017012420,17.9,13.8,4.1,340,1024,87,15.6,50,0,90,5,1,11,1
高雄市,268,美濃區,2017012421,17.4,13.9,2.7,173,1024,90,15.8,44,0,95,5,1,11,1
高雄市,268,美濃區,2017012422,17.1,13.4,2.8,344,1025,91,15.6,40,0,95,5,1,12,1
高雄市,268,美濃區,2017012423,16.8,12.4,3.4,342,1025,91,15.3,25,0,95,5,1,12,1
高雄市,269,苓雅區,2017012300,16.6,14.8,1.9,168,1024,68,10.6,85,0,85,0,2,12,1
高雄市,269,苓雅區,2017012301,16.1,14.5,1.5,13,1023,70,10.5,78,0.2,90,1,2,12,1
高雄市,269,苓雅區,2017012302,16,13.9,1.6,15,1023,71,10.8,60,0.1,95,2,2,13,1
高雄市,269,苓雅區,2017012303,16.1,13.9,1.5,13,1023,72,11.1,53,0,90,3,2,13,1
高雄市,269,苓雅區,2017012304,16.3,14.8,0.8,164,1023,72,11.2,50,0,90,3,2,13,1
高雄市,269,苓雅區,2017012305,16.6,15.7,0.4,73,1023,72,11.5,54,0,95,3,2,13,1
高雄市,269,苓雅區,2017012306,16.9,16.3,0.3,115,1023,73,12,59,0,95,2,2,12,1
高雄市,269,苓雅區,2017012307,16.8,16.9,0.5,109,1024,80,13.3,64,0.1,95,3,2,11,1
高雄市,269,苓雅區,2017012308,18.1,19.5,0.5,143,1024,78,14.3,60,0.2,90,3,3,12,1
高雄市,269,苓雅區,2017012309,19.1,19.4,1.7,205,1024,79,15.3,65,0.2,95,2,3,11,1
高雄市,269,苓雅區,2017012310,19,18.6,1.9,226,1024,79,15.4,57,0.4,90,3,3,12,1
高雄市,269,苓雅區,2017012311,20.1,22.4,1.6,254,1025,74,15.3,52,0.3,90,3,4,13,1
高雄市,269,苓雅區,2017012312,19.5,19.7,2.3,283,1024,79,15.6,52,0.2,90,3,3,12,1
高雄市,269,苓雅區,2017012313,21,23.5,2.1,263,1024,71,15.5,54,0.1,90,3,5,13,1
高雄市,269,苓雅區,2017012314,20.4,21.3,2.2,275,1023,74,15.6,62,0,90,2,4,12,1
高雄市,269,苓雅區,2017012315,20.1,20.7,2.3,283,1023,74,15.3,59,0,90,2,4,12,1
高雄市,269,苓雅區,2017012316,19.8,20.1,1.7,282,1023,74,15,68,0,95,1,3,12,1
高雄市,269,苓雅區,2017012317,19.7,19.6,1.1,294,1023,74,14.9,80,0,95,0,3,11,1
高雄市,269,苓雅區,2017012318,19.4,18.5,0.7,319,1023,75,14.9,73,0,95,1,2,12,1
高雄市,269,苓雅區,2017012319,19.3,17.8,1.1,352,1024,76,15,67,0,95,2,2,12,1
高雄市,269,苓雅區,2017012320,19.2,18.3,0.5,132,1024,77,14.9,66,0,90,2,2,12,1
高雄市,269,苓雅區,2017012321,19,18.3,0.4,276,1024,78,15,64,0,90,2,2,12,1
高雄市,269,苓雅區,2017012322,18.9,17.7,0.8,269,1024,80,15.3,69,0,95,2,2,11,1
高雄市,269,苓雅區,2017012323,18.1,16.1,1.7,278,1024,87,15.9,70,0.1,95,3,2,10,1
高雄市,269,苓雅區,2017012400,18.1,15.9,1.9,242,1024,86,15.6,66,0,95,2,2,11,1
高雄市,269,苓雅區,2017012401,17.5,15.2,2.1,167,1024,87,15.2,71,0,95,3,2,10,1
高雄市,269,苓雅區,2017012402,16.9,14.9,1.8,241,1024,89,15,75,0,90,3,1,10,1
高雄市,269,苓雅區,2017012403,17.1,14.9,1.8,164,1023,86,14.6,65,0,90,2,2,11,1
高雄市,269,苓雅區,2017012404,17.1,14.9,1.8,171,1023,85,14.5,61,0,90,3,2,11,1
高雄市,269,苓雅區,2017012405,16.6,14.6,1.5,14,1023,90,14.9,67,0,80,4,1,10,1
高雄市,269,苓雅區,2017012406,16.4,14,1.8,168,1024,90,14.7,61,0,85,4,1,11,1
高雄市,269,苓雅區,2017012407,16.9,15.4,2.1,351,1024,85,14.3,47,0,90,4,2,12,1
高雄市,269,苓雅區,2017012408,18.4,19.3,2.4,277,1025,77,14.2,40,0,90,5,4,13,1
高雄市,269,苓雅區,2017012409,20.2,21.3,2.4,167,1025,69,14.2,33,0,95,5,4,14,1
高雄市,269,苓雅區,2017012410,22,24.7,1.9,351,1025,61,14.2,29,0,90,5,5,15,1
高雄市,269,苓雅區,2017012411,23.3,26.7,2.8,342,1025,58,14.4,32,0,95,5,6,16,1
高雄市,269,苓雅區,2017012412,24,27.5,3,333,1024,56,14.7,34,0,90,5,6,16,1
