時間,編號,雲量,時雨量,濕度,風向,風速,溫度,能見度
2017032003,1,65.0,0.0,89.9,99.4,7.8,24.4,10.8
2017032003,2,64.6,0.0,89.9,98.6,7.8,24.4,10.8
2017032003,3,64.2,0.0,89.9,98.2,7.8,24.4,10.8
2017032003,4,64.0,0.0,89.9,98.0,7.8,24.4,10.8
2017032003,5,63.8,0.0,90.0,97.7,7.8,24.4,10.8
2017032003,6,63.7,0.0,90.1,97.5,7.7,24.3,10.8
2017032003,7,63.6,0.0,90.2,97.4,7.7,24.3,10.8
2017032003,8,63.4,0.0,90.3,97.1,7.6,24.3,10.8
2017032003,9,63.2,0.0,90.3,97.0,7.6,24.3,10.8
2017032003,10,62.9,0.0,90.2,96.6,7.6,24.3,10.9
2017032003,11,62.6,0.0,90.2,96.5,7.6,24.3,10.9
2017032003,12,62.3,0.0,90.3,96.4,7.6,24.3,10.9
2017032003,13,62.1,0.0,90.4,96.3,7.6,24.3,10.9
2017032003,14,61.7,0.0,90.3,96.1,7.6,24.3,10.9
2017032003,15,61.4,0.0,90.2,96.0,7.6,24.3,10.9
2017032003,16,61.2,0.0,90.2,95.8,7.6,24.3,10.9
2017032003,17,61.1,0.0,90.3,95.7,7.5,24.3,10.9
2017032003,18,60.9,0.0,90.3,95.8,7.5,24.3,10.9
2017032003,19,60.7,0.0,90.3,95.6,7.5,24.3,10.9
2017032003,20,60.6,0.0,90.2,95.7,7.5,24.3,11.0
2017032003,21,60.7,0.0,90.3,95.7,7.5,24.3,10.9
2017032003,22,60.7,0.0,90.4,95.4,7.5,24.3,10.9
2017032003,23,60.6,0.0,90.3,95.5,7.5,24.3,10.9
2017032003,24,60.4,0.0,90.2,95.4,7.5,24.3,11.0
2017032003,25,60.4,0.0,90.1,95.3,7.6,24.3,11.0
2017032003,26,60.3,0.0,89.9,95.2,7.6,24.3,11.0
2017032003,27,60.2,0.0,89.8,95.2,7.6,24.4,11.0
2017032003,28,60.1,0.0,89.7,95.1,7.7,24.4,11.0
2017032003,29,60.0,0.0,89.6,95.1,7.7,24.4,11.0
2017032003,30,59.9,0.0,89.7,95.1,7.7,24.4,11.0
2017032003,31,59.7,0.0,89.8,95.0,7.6,24.4,11.0
2017032003,32,59.3,0.0,89.7,95.1,7.7,24.4,11.0
2017032003,33,58.8,0.0,89.5,95.0,7.7,24.4,11.0
2017032003,34,58.3,0.0,89.5,95.0,7.7,24.4,11.1
2017032003,35,57.9,0.0,89.5,94.9,7.7,24.4,11.1
2017032003,36,57.3,0.0,89.4,94.9,7.7,24.4,11.1
2017032003,37,56.6,0.0,89.3,94.8,7.8,24.4,11.2
2017032003,38,56.0,0.0,89.2,94.8,7.8,24.4,11.2
2017032003,39,55.4,0.0,89.2,94.7,7.8,24.4,11.2
2017032003,40,54.7,0.0,89.2,94.6,7.8,24.4,11.2
2017032003,41,54.0,0.0,89.1,94.6,7.9,24.5,11.3
2017032003,42,53.2,0.0,88.9,94.5,7.9,24.5,11.3
2017032003,43,52.4,0.0,88.8,94.4,8.0,24.5,11.3
2017032003,44,51.5,0.0,88.7,94.4,8.0,24.5,11.4
2017032003,45,50.5,0.0,88.4,94.3,8.1,24.6,11.5
2017032003,46,49.7,0.0,88.2,94.4,8.3,24.6,11.5
2017032003,47,49.2,0.0,88.0,94.4,8.3,24.6,11.5
2017032003,48,48.9,0.0,88.0,94.3,8.4,24.6,11.5
2017032003,49,48.5,0.0,88.0,94.2,8.4,24.6,11.6
2017032003,50,48.1,0.0,88.0,94.1,8.5,24.6,11.6
2017032003,51,47.7,0.0,87.9,94.1,8.5,24.6,11.6
2017032003,52,47.3,0.0,87.8,94.1,8.6,24.7,11.6
2017032003,53,46.9,0.0,87.6,94.1,8.7,24.7,11.6
2017032003,54,46.4,0.0,87.5,94.1,8.7,24.7,11.7
2017032003,55,46.0,0.0,87.4,94.0,8.8,24.7,11.7
2017032003,56,45.6,0.0,87.3,94.0,8.9,24.7,11.7
2017032003,57,45.2,0.0,87.3,94.1,8.9,24.7,11.7
2017032003,58,44.9,0.0,87.3,94.2,8.9,24.7,11.7
2017032003,59,44.6,0.0,87.2,94.3,9.0,24.7,11.8
2017032003,60,44.1,0.0,87.0,94.3,9.1,24.8,11.8
2017032003,61,43.7,0.0,86.8,94.5,9.2,24.8,11.8
2017032003,62,43.3,0.0,86.7,94.6,9.3,24.8,11.9
2017032003,63,42.9,0.0,86.6,94.7,9.3,24.8,11.9
2017032003,64,42.6,0.0,86.5,94.8,9.4,24.8,11.9
2017032003,65,42.3,0.0,86.4,95.0,9.4,24.8,11.9
2017032003,66,41.9,0.0,86.3,95.2,9.5,24.9,11.9
2017032003,67,41.6,0.0,86.2,95.2,9.5,24.9,12.0
2017032003,68,41.5,0.0,86.3,95.3,9.5,24.9,12.0
2017032003,69,41.2,0.0,86.3,95.5,9.5,24.8,12.0
2017032003,70,40.8,0.0,86.1,95.8,9.6,24.9,12.0
2017032003,71,40.3,0.0,85.8,96.0,9.7,24.9,12.1
2017032003,72,40.0,0.0,85.7,96.2,9.7,25.0,12.1
2017032003,73,39.7,0.0,85.6,96.5,9.8,25.0,12.1
2017032003,74,39.3,0.0,85.5,96.6,9.8,25.0,12.1
2017032003,75,39.0,0.0,85.4,96.9,9.9,25.0,12.2
2017032003,76,38.7,0.0,85.3,97.3,9.9,25.0,12.2
2017032003,77,38.3,0.0,85.2,97.4,9.9,25.0,12.2
2017032003,78,38.0,0.0,85.2,97.6,10.0,25.0,12.2
2017032003,79,37.7,0.0,85.0,97.8,10.0,25.0,12.2
2017032003,80,37.3,0.0,84.8,98.1,10.1,25.1,12.3
2017032003,81,37.8,0.0,84.7,98.4,10.1,25.1,12.3
2017032003,82,38.4,0.0,84.6,98.7,10.1,25.1,12.2
2017032003,83,39.0,0.0,84.4,98.9,10.2,25.1,12.2
2017032003,84,39.7,0.0,84.3,99.1,10.2,25.1,12.2
2017032003,85,40.4,0.0,84.2,99.3,10.3,25.2,12.2
2017032003,86,41.1,0.0,84.0,99.6,10.4,25.2,12.2
2017032003,87,41.8,0.0,83.9,99.8,10.4,25.2,12.2
2017032003,88,42.6,0.0,83.7,100.1,10.5,25.3,12.1
2017032003,89,43.3,0.0,83.6,100.3,10.5,25.3,12.1
2017032003,90,43.9,0.0,83.5,100.6,10.6,25.3,12.1
2017032003,91,44.5,0.0,83.4,100.8,10.6,25.3,12.1
2017032003,92,45.0,0.0,83.3,101.1,10.7,25.3,12.1
2017032003,93,45.4,0.0,83.1,101.4,10.8,25.4,12.1
2017032003,94,45.9,0.0,82.9,101.7,10.8,25.4,12.0
2017032003,95,46.3,0.0,82.9,101.9,10.9,25.4,12.0
2017032003,96,46.6,0.0,82.7,102.2,10.9,25.4,12.0
2017032003,97,46.8,0.0,82.6,102.5,10.9,25.5,12.0
2017032003,98,46.9,0.0,82.4,102.8,11.0,25.5,12.0
2017032003,99,47.0,0.0,82.3,102.9,11.0,25.5,12.1
2017032003,100,47.0,0.0,82.3,103.1,11.0,25.5,12.1
2017032003,101,46.9,0.0,82.1,103.4,11.0,25.5,12.1
2017032003,102,46.8,0.0,82.0,103.5,11.0,25.5,12.1
